"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000171033.15",1800.10246768277,-6.36991270513226,0.180550611402301,-35.2804826062808,1.16999066973168e-272,5.86867319937412e-270
"ENSG00000245532.13",3640.61497631762,-3.66200134849013,0.103819689388824,-35.2727056885641,1.53965604914813e-272,7.50838933301236e-270
"ENSG00000111716.16",3239.32690988369,-2.7921509112873,0.0804347689410514,-34.7132334442783,4.97505279627136e-264,2.36059532138757e-261
"ENSG00000101608.15",7249.09392272312,2.31633074775488,0.0668309290433916,34.6595622851651,3.20609867953567e-263,1.48121758994548e-260
"ENSG00000072818.14",2204.53950227526,6.16514969130494,0.178938421821499,34.4540296519158,3.91880437263362e-260,1.76406486066553e-257
"ENSG00000105479.18",1869.63724424624,6.69296679679482,0.19493712198147,34.3339776886162,2.44285808151275e-258,1.07217041197595e-255
"ENSG00000123104.13",2095.34915339952,-3.43626326782451,0.100292831857213,-34.2623017437251,2.8605715047103e-257,1.22488276430961e-254
"ENSG00000073282.15",4251.57488911884,-3.04471207059185,0.0896980229619734,-33.9440265242259,1.49422073257034e-252,6.24584266214401e-250
"ENSG00000100422.16",3038.6073255819,-2.48693918857309,0.0740879428325212,-33.5673942816163,5.01938024317785e-247,2.04930789649373e-244
"ENSG00000043462.15",2399.82149097918,7.56305603631796,0.225459526770793,33.5450719011166,1.06230430946058e-246,4.23859419474773e-244
"ENSG00000117114.23",1807.76021554979,-4.85229623118053,0.144939709126806,-33.4780320756357,1.00648179863712e-245,3.9266209904163e-243
"ENSG00000087077.16",1313.89559076294,5.37315147297521,0.162774743812159,33.0097369354536,5.88826499598929e-239,2.24726913629539e-236
"ENSG00000139725.9",2462.86208274735,3.91288620975042,0.11896316037391,32.8915791867997,2.90010255980453e-237,1.08328086255167e-234
"ENSG00000065809.14",17788.7729137681,-3.60246256999047,0.110513875142318,-32.5973780699598,4.46753161881995e-233,1.6339996895834e-230
"ENSG00000164687.13",13273.8605281518,-2.48202162712547,0.0762517802037048,-32.550343355851,2.0705088748017e-232,7.41833751143236e-230
"ENSG00000134815.22",3976.5948190973,2.30565794062876,0.0714936833073733,32.2498133256896,3.53922802976291e-228,1.24269374581035e-225
"ENSG00000038382.24",3544.94521986735,-2.6873840971738,0.0839739660061756,-32.0025863370103,1.00371949412381e-224,3.45515675271327e-222
"ENSG00000108561.9",12275.6609169243,1.88707053053877,0.059000902404401,31.9837570890781,1.83438147056863e-224,6.19315405717362e-222
"ENSG00000135679.29",5076.84032876042,-2.15065544458934,0.0673307833297364,-31.9416370675062,7.05891997396346e-224,2.33823394458307e-221
"ENSG00000188001.12",1649.50486589806,-5.59460011174991,0.175556252996114,-31.8678487166945,7.44999662457046e-223,2.42207668038813e-220
"ENSG00000211455.10",2240.03228978355,-2.87290887817869,0.090161388312322,-31.864070994857,8.40404073247139e-223,2.68256980180487e-220
"ENSG00000166902.7",3658.69288770371,2.25246903572816,0.0707690433368924,31.8284511068688,2.61588922779933e-222,8.2008127291509e-220
"ENSG00000138363.17",10956.3943996343,2.06939070036506,0.0653050460804511,31.6880673786788,2.26865785999121e-220,6.98746620877291e-218
"ENSG00000061794.15",4385.08405229279,-2.06775166317252,0.0654270678287722,-31.6039176413038,3.26173442094063e-219,9.87293267138511e-217
"ENSG00000277443.5",2125.6829473933,7.96260182232372,0.252801315745188,31.4974698563265,9.40783242855685e-218,2.7993882392499e-215
"ENSG00000085063.20",2600.96934246356,-2.564002820559,0.0815020470488289,-31.4593671374029,3.12545173279195e-217,9.14507177014924e-215
"ENSG00000163378.15",1338.2428498195,-5.58037733986757,0.178386415677684,-31.2825240569351,8.06689843424114e-215,2.32167981822193e-212
"ENSG00000178719.19",4114.75425765631,-2.43929065884118,0.0779857389700129,-31.2786759612439,9.09989237145434e-215,2.57673726569762e-212
"ENSG00000184489.15",2041.75995862903,6.53347061022442,0.209509914755431,31.1845413991561,1.72646184846468e-213,4.81107368438824e-211
"ENSG00000172081.16",4581.62942499952,3.07798807898572,0.0989553530541653,31.1048163033779,2.07312292979005e-212,5.68683533678032e-210
"ENSG00000131746.15",4423.69167592414,9.70975049431167,0.313107303873916,31.0109357852018,3.83901975971654e-211,1.03688970617821e-208
"ENSG00000102804.18",1961.83575357176,4.651618693779,0.150025965913813,31.0054240640669,4.55535236914844e-211,1.21172373019349e-208
"ENSG00000162777.19",1311.96381848137,3.88244548412355,0.125292402679363,30.9870782353753,8.04898057650672e-211,2.10907317912167e-208
"ENSG00000166503.12",2149.47182519637,-3.31569146428759,0.107721849585379,-30.7801200689522,4.83601241194741e-208,1.24854461623748e-205
"ENSG00000167693.18",2215.9849686748,-8.07945314755037,0.26354738794807,-30.6565479948614,2.16163057519692e-206,5.49994005480537e-204
