Geneid,baseMean,log2FoldChange,lfcSE,pvalue,padj,comparison,Ensembl,gene_symbol,gene_type,DEG_class
ENSG00000007237.21,1723.4634470911826,15.679921904554776,3.092436297035284,1.5726009600736684e-19,6.463484173018014e-19,HuT78_vs_HH,ENSG00000007237,GAS7,protein_coding,Up
ENSG00000154096.16,931.0447738175462,15.671955256559842,3.2408468272963726,6.037830683018558e-30,3.8898194410173437e-29,HuT78_vs_HH,ENSG00000154096,THY1,protein_coding,Up
ENSG00000161243.12,1036.139033194867,15.65340941362663,3.021984735267964,1.1796362185931147e-33,8.730379805181183e-33,HuT78_vs_HH,ENSG00000161243,FBXO27,protein_coding,Up
ENSG00000078596.13,6002.525797662796,15.55948985511869,1.2891964628702999,8.825513601842986e-41,8.204202480229646e-40,HuT78_vs_HH,ENSG00000078596,ITM2A,protein_coding,Up
ENSG00000060558.5,2351.8268456879855,15.542722389748533,3.1948956220181244,6.119399993796264e-16,2.1250770082373222e-15,HuT78_vs_HH,ENSG00000060558,GNA15,protein_coding,Up
ENSG00000170627.13,2245.7839397206553,15.479400891159802,2.723013996170907,7.747199627088139e-35,5.925425630272284e-34,HuT78_vs_HH,ENSG00000170627,GTSF1,protein_coding,Up
ENSG00000250366.6,727.8332973205396,15.45191208450103,3.3353445131546495,4.889030661980303e-32,3.40924219462757e-31,HuT78_vs_HH,ENSG00000250366,TUNAR,protein_coding,Up
ENSG00000074696.15,3099.6936799926475,15.393858386502298,2.695107960962272,1.4533038024648602e-34,1.1005757383802746e-33,HuT78_vs_HH,ENSG00000074696,HACD3,protein_coding,Up
ENSG00000227507.4,1165.6424035434611,15.37677569732797,2.9225213794485687,3.9797650418538205e-33,2.8960512445829616e-32,HuT78_vs_HH,ENSG00000227507,LTB,protein_coding,Up
ENSG00000089327.18,2318.3048499748766,15.36442366577869,2.7273709132954123,4.161760283022297e-34,3.117254124633885e-33,HuT78_vs_HH,ENSG00000089327,FXYD5,protein_coding,Up
ENSG00000153094.27,812.707636900908,15.331288934588121,3.1133066654546515,2.618162333738068e-32,1.8375072533983973e-31,HuT78_vs_HH,ENSG00000153094,BCL2L11,protein_coding,Up
ENSG00000187855.6,581.4003556535973,15.253922505684175,3.507094848206469,1.7303240189341337e-30,1.1383802594027545e-29,HuT78_vs_HH,ENSG00000187855,ASCL4,protein_coding,Up
ENSG00000145703.18,1171.6614942027754,15.173371671564377,2.7689561396062237,1.081621639217437e-32,7.707367317616653e-32,HuT78_vs_HH,ENSG00000145703,IQGAP2,protein_coding,Up
ENSG00000148175.15,1260.7183373466833,15.102562695818618,2.752421423991262,1.0293173409879721e-32,7.354765847092238e-32,HuT78_vs_HH,ENSG00000148175,STOM,protein_coding,Up
ENSG00000137486.19,894.5950955688891,15.093174697861262,2.816100582028681,5.998905640802693e-32,4.160922683160271e-31,HuT78_vs_HH,ENSG00000137486,ARRB1,protein_coding,Up
